BamID,SampleID,Year,Population,Group
Paramount257_2015105E_S315.bam,Paramount257_2015105E,2015,Paramount257-2015,Paramount
Paramount257_2015105G_S316.bam,Paramount257_2015105G,2015,Paramount257-2015,Paramount
Paramount257_2015105H_S317.bam,Paramount257_2015105H,2015,Paramount257-2015,Paramount
Paramount257_2015120B_S318.bam,Paramount257_2015120B,2015,Paramount257-2015,Paramount
Paramount257_2015155A_S319.bam,Paramount257_2015155A,2015,Paramount257-2015,Paramount
PRBrPats_1_S296.bam,PRBrPats_1,2019,PloverBrikalskiPats-2019,Plover1
PRBrPats_2_S297.bam,PRBrPats_2,2019,PloverBrikalskiPats-2019,Plover1
PRBrPats_3_S298.bam,PRBrPats_3,2019,PloverBrikalskiPats-2019,Plover1
PRBrPats_5_S299.bam,PRBrPats_5,2019,PloverBrikalskiPats-2019,Plover1
PRBrPats_6_S300.bam,PRBrPats_6,2019,PloverBrikalskiPats-2019,Plover1
PRBrPats_7_S301.bam,PRBrPats_7,2019,PloverBrikalskiPats-2019,Plover1
PRBrPats_8_S302.bam,PRBrPats_8,2019,PloverBrikalskiPats-2019,Plover1
PRBrPats_9_S303.bam,PRBrPats_9,2019,PloverBrikalskiPats-2019,Plover1
CPB2015_137A_S545.bam,CPB2015_137A,2015,BrilowskiHome-2015,Plover1
CPB2015_137B_S546.bam,CPB2015_137B,2015,BrilowskiHome-2015,Plover1
CPB2015_137C_S547.bam,CPB2015_137C,2015,BrilowskiHome-2015,Plover1
CPB2015_137D_S548.bam,CPB2015_137D,2015,BrilowskiHome-2015,Plover1
CPB2015_137E_S549.bam,CPB2015_137E,2015,BrilowskiHome-2015,Plover1
CPB2015_137F_S550.bam,CPB2015_137F,2015,BrilowskiHome-2015,Plover1
CPB2015_137G_S551.bam,CPB2015_137G,2015,BrilowskiHome-2015,Plover1
CPB2015_137H_S552.bam,CPB2015_137H,2015,BrilowskiHome-2015,Plover1
SDS23_095A_S672.bam,SDS23_095A,2023,BrikalskiPats-2023,Plover1
SDS23_095B_S673.bam,SDS23_095B,2023,BrikalskiPats-2023,Plover1
SDS23_095C_S674.bam,SDS23_095C,2023,BrikalskiPats-2023,Plover1
SDS23_095D_S675.bam,SDS23_095D,2023,BrikalskiPats-2023,Plover1
SDS23_095E_S676.bam,SDS23_095E,2023,BrikalskiPats-2023,Plover1
SDS23_095F_S677.bam,SDS23_095F,2023,BrikalskiPats-2023,Plover1
SDS23_095G_S678.bam,SDS23_095G,2023,BrikalskiPats-2023,Plover1
SDS23_095H_S679.bam,SDS23_095H,2023,BrikalskiPats-2023,Plover1
PRDaveBrSE_2_S306.bam,PRDaveBrSE_2,2019,PloverDaveBrSE-2019,Plover2
PRDaveBrSE_3_S307.bam,PRDaveBrSE_3,2019,PloverDaveBrSE-2019,Plover2
PRDaveBrSE_4_S308.bam,PRDaveBrSE_4,2019,PloverDaveBrSE-2019,Plover2
PRDaveBrSE_6_S309.bam,PRDaveBrSE_6,2019,PloverDaveBrSE-2019,Plover2
PRDaveBrSE_7_S310.bam,PRDaveBrSE_7,2019,PloverDaveBrSE-2019,Plover2
PRDaveBrSE_9_S311.bam,PRDaveBrSE_9,2019,PloverDaveBrSE-2019,Plover2
PRDaveBrSE_10_S304.bam,PRDaveBrSE_10,2019,PloverDaveBrSE-2019,Plover2
PRDaveBrSE_11_S305.bam,PRDaveBrSE_11,2019,PloverDaveBrSE-2019,Plover2
SDS23_092A_S478.bam,SDS23_092A,2023,DaveBrilowski-2023,Plover2
SDS23_092B_S479.bam,SDS23_092B,2023,DaveBrilowski-2023,Plover2
SDS23_092C_S480.bam,SDS23_092C,2023,DaveBrilowski-2023,Plover2
SDS23_092D_S481.bam,SDS23_092D,2023,DaveBrilowski-2023,Plover2
SDS23_092E_S482.bam,SDS23_092E,2023,DaveBrilowski-2023,Plover2
SDS23_092F_S483.bam,SDS23_092F,2023,DaveBrilowski-2023,Plover2
SDS23_092G_S484.bam,SDS23_092G,2023,DaveBrilowski-2023,Plover2
SDS23_092H_S485.bam,SDS23_092H,2023,DaveBrilowski-2023,Plover2
CPB2015_126A_S492.bam,CPB2015_126A,2015,BrilowskiNE-2015,Plover2
CPB2015_126B_S493.bam,CPB2015_126B,2015,BrilowskiNE-2015,Plover2
CPB2015_126C_S494.bam,CPB2015_126C,2015,BrilowskiNE-2015,Plover2
CPB2015_126D_S495.bam,CPB2015_126D,2015,BrilowskiNE-2015,Plover2
CPB2015_126E_S496.bam,CPB2015_126E,2015,BrilowskiNE-2015,Plover2
CPB2015_126F_S497.bam,CPB2015_126F,2015,BrilowskiNE-2015,Plover2
CPB2015_126G_S498.bam,CPB2015_126G,2015,BrilowskiNE-2015,Plover2
CPB2015_126H_S499.bam,CPB2015_126H,2015,BrilowskiNE-2015,Plover2
Wys1129_1_S326.bam,Wys1129_1,2019,Wysocki1129-2019,Wysocki1
Wys1129_2_S329.bam,Wys1129_2,2019,Wysocki1129-2019,Wysocki1
Wys1129_5_S330.bam,Wys1129_5,2019,Wysocki1129-2019,Wysocki1
Wys1129_6_S331.bam,Wys1129_6,2019,Wysocki1129-2019,Wysocki1
Wys1129_8_S332.bam,Wys1129_8,2019,Wysocki1129-2019,Wysocki1
Wys1129_9_S333.bam,Wys1129_9,2019,Wysocki1129-2019,Wysocki1
Wys1129_10_S327.bam,Wys1129_10,2019,Wysocki1129-2019,Wysocki1
Wys1129_11_S328.bam,Wys1129_11,2019,Wysocki1129-2019,Wysocki1
CPB2015_109A_S561.bam,CPB2015_109A,2015,Wysocki122-2015,Wysocki1
CPB2015_109B_S562.bam,CPB2015_109B,2015,Wysocki122-2015,Wysocki1
CPB2015_109C_S563.bam,CPB2015_109C,2015,Wysocki122-2015,Wysocki1
CPB2015_109D_S564.bam,CPB2015_109D,2015,Wysocki122-2015,Wysocki1
CPB2015_109E_S565.bam,CPB2015_109E,2015,Wysocki122-2015,Wysocki1
CPB2015_109F_S566.bam,CPB2015_109F,2015,Wysocki122-2015,Wysocki1
CPB2015_111A_S567.bam,CPB2015_111A,2015,Wysocki122-2015,Wysocki1
CPB2015_111B_S568.bam,CPB2015_111B,2015,Wysocki122-2015,Wysocki1
SDS23_063A_S688.bam,SDS23_063A,2023,Wysocki1129-2023,Wysocki1
SDS23_063B_S689.bam,SDS23_063B,2023,Wysocki1129-2023,Wysocki1
SDS23_063C_S690.bam,SDS23_063C,2023,Wysocki1129-2023,Wysocki1
SDS23_063D_S691.bam,SDS23_063D,2023,Wysocki1129-2023,Wysocki1
SDS23_063E_S692.bam,SDS23_063E,2023,Wysocki1129-2023,Wysocki1
SDS23_063F_S693.bam,SDS23_063F,2023,Wysocki1129-2023,Wysocki1
SDS23_063G_S694.bam,SDS23_063G,2023,Wysocki1129-2023,Wysocki1
SDS23_063H_S695.bam,SDS23_063H,2023,Wysocki1129-2023,Wysocki1
Wys438_1_S334.bam,Wys438_1,2019,Wysocki438-2019,Wysocki2
Wys438_2_S337.bam,Wys438_2,2019,Wysocki438-2019,Wysocki2
Wys438_3_S338.bam,Wys438_3,2019,Wysocki438-2019,Wysocki2
Wys438_5_S339.bam,Wys438_5,2019,Wysocki438-2019,Wysocki2
Wys438_6_S340.bam,Wys438_6,2019,Wysocki438-2019,Wysocki2
Wys438_7_S341.bam,Wys438_7,2019,Wysocki438-2019,Wysocki2
Wys438_10_S335.bam,Wys438_10,2019,Wysocki438-2019,Wysocki2
Wys438_11_S336.bam,Wys438_11,2019,Wysocki438-2019,Wysocki2
CPB2015_183_S619.bam,CPB2015_183,2015,Paramount528-2015,Wysocki2
CPB2015_283A_S620.bam,CPB2015_283A,2015,Paramount528-2015,Wysocki2
CPB2015_283B_S621.bam,CPB2015_283B,2015,Paramount528-2015,Wysocki2
CPB2015_285A_S622.bam,CPB2015_285A,2015,Paramount528-2015,Wysocki2
CPB2015_285B_S623.bam,CPB2015_285B,2015,Paramount528-2015,Wysocki2
CPB2015_285C_S624.bam,CPB2015_285C,2015,Paramount528-2015,Wysocki2
CPB2015_201_S625.bam,CPB2015_201,2015,Paramount528-2015,Wysocki2
CPB2015_193_S626.bam,CPB2015_193,2015,Paramount528-2015,Wysocki2
Wedekind_3A_S710.bam,Wedekind_3A,2023,Wedekind_3-2023,Wysocki2
Wedekind_3B_S711.bam,Wedekind_3B,2023,Wedekind_3-2023,Wysocki2
Wedekind_3C_S712.bam,Wedekind_3C,2023,Wedekind_3-2023,Wysocki2
Wedekind_3D_S713.bam,Wedekind_3D,2023,Wedekind_3-2023,Wysocki2
Wedekind_3E_S714.bam,Wedekind_3E,2023,Wedekind_3-2023,Wysocki2
Wedekind_3F_S715.bam,Wedekind_3F,2023,Wedekind_3-2023,Wysocki2
Wedekind_3G_S716.bam,Wedekind_3G,2023,Wedekind_3-2023,Wysocki2
Wedekind_3H_S717.bam,Wedekind_3H,2023,Wedekind_3-2023,Wysocki2
Wys563_21_S342.bam,Wys563_21,2019,Wysocki563-2019,Wysocki3
Wys563_22_S343.bam,Wys563_22,2019,Wysocki563-2019,Wysocki3
Wys563_23_S344.bam,Wys563_23,2019,Wysocki563-2019,Wysocki3
Wys563_26_S345.bam,Wys563_34,2019,Wysocki563-2019,Wysocki3
Wys563_28_S346.bam,Wys563_26,2019,Wysocki563-2019,Wysocki3
Wys563_29_S347.bam,Wys563_28,2019,Wysocki563-2019,Wysocki3
Wys563_311_S348.bam,Wys563_29,2019,Wysocki563-2019,Wysocki3
Wys563_34_S349.bam,Wys563_311,2019,Wysocki563-2019,Wysocki3
Wys570_2_S352.bam,Wys570_2,2019,Wysocki570-2019,Wysocki3
Wys570_3_S353.bam,Wys570_3,2019,Wysocki570-2019,Wysocki3
Wys570_4_S354.bam,Wys570_4,2019,Wysocki570-2019,Wysocki3
Wys570_5_S355.bam,Wys570_5,2019,Wysocki570-2019,Wysocki3
Wys570_6_S356.bam,Wys570_6,2019,Wysocki570-2019,Wysocki3
Wys570_8_S357.bam,Wys570_8,2019,Wysocki570-2019,Wysocki3
Wys570_10_S350.bam,Wys570_10,2019,Wysocki570-2019,Wysocki3
Wys570_11_S351.bam,Wys570_11,2019,Wysocki570-2019,Wysocki3
CPB2015_121A_S589.bam,CPB2015_121A,2015,Paramount652-2015,Wysocki3
CPB2015_121B_S590.bam,CPB2015_121B,2015,Paramount652-2015,Wysocki3
CPB2015_121C_S591.bam,CPB2015_121C,2015,Paramount652-2015,Wysocki3
CPB2015_121D_S592.bam,CPB2015_121D,2015,Paramount652-2015,Wysocki3
CPB2015_121E_S593.bam,CPB2015_121E,2015,Paramount652-2015,Wysocki3
CPB2015_121F_S594.bam,CPB2015_121F,2015,Paramount652-2015,Wysocki3
CPB2015_121G_S595.bam,CPB2015_121G,2015,Paramount652-2015,Wysocki3
CPB2015_121H_S596.bam,CPB2015_121H,2015,Paramount652-2015,Wysocki3
SDS23_088A_S658.bam,SDS23_088A,2023,Airport04-2023,Wysocki3
SDS23_088B_S659.bam,SDS23_088B,2023,Airport04-2023,Wysocki3
SDS23_088C_S660.bam,SDS23_088C,2023,Airport04-2023,Wysocki3
SDS23_088D_S661.bam,SDS23_088D,2023,Airport04-2023,Wysocki3
SDS23_088E_S662.bam,SDS23_088E,2023,Airport04-2023,Wysocki3
SDS23_088F_S663.bam,SDS23_088F,2023,Airport04-2023,Wysocki3
SDS23_088G_S664.bam,SDS23_088G,2023,Airport04-2023,Wysocki3
SDS23_088H_S665.bam,SDS23_088H,2023,Airport04-2023,Wysocki3
