"SampleID","Year","Population","Pco1","Pco2","Pco3","Pco4","Pco5","Pco6","Pco7","Pco8","Pco9","Pco10","PC11","Latitude","Longitude"
"H66_2023J",2023,"H66-2023",-0.0133919810901812,-0.0126429940308199,0.00770707887244393,0.00911813436830925,-0.0122927596279098,0.0037655852020728,-0.000573016390855232,-0.021834160269874,-0.00541771158559073,0.00714236010832853,0.00077777678672322,44.08271,-89.55361
"SDS23_017A",2023,"H66-2023",-0.0116773364213359,-0.0118075075259038,0.00643046620778063,0.00939485338101179,-0.00362382771175278,0.00355222612656993,0.010178143705423,-0.00908549103944618,-0.00203177464276748,0.012300172932696,-0.0182603044859541,44.08271,-89.55361
"SDS23_017B",2023,"H66-2023",0.007679736530188,-0.00694680811857253,0.00627005421293235,0.00793260914577747,0.00933648896770018,-0.00809606574848644,0.00603677447151867,0.0182701669987501,-0.00917669256133067,0.00447295891459419,-0.00886474213863417,44.08271,-89.55361
"CPB2015_241A",2015,"H67-2015",0.00479429104783824,-0.00655406467482275,-0.00576025258667014,0.00920655763181215,-0.00192575235313711,0.00315954180725947,0.00449616102607453,-0.0197482993530727,0.0156960870918373,-0.00784328468101795,-0.0197902212740772,44.07924722,-89.548275
"CPB2015_241B",2015,"H67-2015",-0.0153127060604894,-0.0128771410611847,0.0129437303218128,-0.0111983878520785,0.00340308648783123,0.000197284650181669,0.00706731749734723,0.0119994051186015,-0.000871151391596847,-0.0109729376055927,0.00224022734632934,44.07924722,-89.548275
"CPB2015_241C",2015,"H67-2015",0.00826036265879596,-0.0080997072591834,-0.00249997925505265,-0.00690630524867077,-0.000995423913031404,-0.00646751891945647,0.00679662579777878,0.0178433214788534,0.00982280145132266,-0.000380030718403894,0.011912212668186,44.07924722,-89.548275
"CPB2015_202A",2015,"Refuge-2015",0.00840220205153049,-0.00690807558220737,0.00360978561705364,0.00321636414363817,0.00332209247495137,-0.0127482372225544,0.00265418596599438,0.00628267807990807,-0.0150352630336436,0.000247071880651818,-0.0190398846491897,44.087325,-89.50988333
"CPB2015_202B",2015,"Refuge-2015",0.00614619614862541,0.0167471447300561,-0.0170333374056294,-0.0156875538723428,0.00797250532968206,-0.0227638173096539,-0.00219191454009515,-0.00716860676506896,-0.0207902282883744,0.00883816697839547,-0.00476121554537047,44.087325,-89.50988333
"CPB2015_202C",2015,"Refuge-2015",-0.000657858146237208,0.0213688476554619,-0.015732374567421,8.67964143083154e-07,-0.00252561317229845,-0.0107687769371666,-0.0094206182743952,0.0133383723147242,0.00261744837107936,0.0111159363080965,0.00676906108834579,44.087325,-89.50988333
"CPB2015_202D",2015,"Refuge-2015",0.0330016704545478,-0.00273752295781138,-0.0247205965595725,0.00259002884596576,0.00385924902043096,-0.0163180301863912,-0.0120211346230511,-0.00698350672169368,-0.00698797545714244,0.0117121116036678,0.0111605840830285,44.087325,-89.50988333
