BamID,SampleID,Year,Population,Group
BAM_948,SAMPLE_948,2015,POP_265,GROUP_46
BAM_949,SAMPLE_949,2015,POP_265,GROUP_46
BAM_950,SAMPLE_950,2015,POP_265,GROUP_46
BAM_951,SAMPLE_951,2015,POP_265,GROUP_46
BAM_952,SAMPLE_952,2015,POP_265,GROUP_46
BAM_953,SAMPLE_953,2015,POP_265,GROUP_46
BAM_954,SAMPLE_954,2015,POP_265,GROUP_46
BAM_955,SAMPLE_955,2023,POP_266,GROUP_46
BAM_956,SAMPLE_956,2023,POP_266,GROUP_46
BAM_957,SAMPLE_957,2023,POP_266,GROUP_46
BAM_958,SAMPLE_958,2023,POP_266,GROUP_46
BAM_959,SAMPLE_959,2023,POP_266,GROUP_46
BAM_960,SAMPLE_960,2023,POP_266,GROUP_46
BAM_961,SAMPLE_961,2023,POP_266,GROUP_46
BAM_962,SAMPLE_962,2023,POP_266,GROUP_46
